Team,Phase,Season,Venue,Opponent,Match Result,Player,Role,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score
Kings XI Punjab,Middle Overs,2020/21,Sheikh Zayed Stadium,Chennai Super Kings,Win,Mohammed Shami,Bowler,,,,5,0,33.33,,5,,5.8,65.7923381
Kings XI Punjab,Middle Overs,2020/21,Sheikh Zayed Stadium,Mumbai Indians,Loss,Mohammed Shami,Bowler,,,,4,0,33.33,,4,,6,65.7923381
Kings XI Punjab,Middle Overs,2018,Arun Jaitley Stadium,Delhi Daredevils,Win,Mujeeb Ur Rahman,Bowler,,,,4.33,1,50,,4.33,33.33,6.8625,80.73752628
Kings XI Punjab,Middle Overs,2018,Eden Gardens,Kolkata Knight Riders,Loss,Mujeeb Ur Rahman,Bowler,,,,6,1,33.33,,6,33.33,6.7375,80.73752628
Kings XI Punjab,Middle Overs,2018,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Win,Mujeeb Ur Rahman,Bowler,,,,7,0,33.33,,7,33.33,5.8325,80.73752628
Kings XI Punjab,Middle Overs,2018,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,Win,Mujeeb Ur Rahman,Bowler,,,,5.5,0,25,,5.5,33.33,5.7075,80.73752628
Kings XI Punjab,Middle Overs,2018,Punjab Cricket Association IS Bindra Stadium,Delhi Daredevils,Loss,Mujeeb Ur Rahman,Bowler,,,,11,1,33.33,,11,,6.766,80.73752628
Kings XI Punjab,Middle Overs,2018,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Win,Mujeeb Ur Rahman,Bowler,,,,6.24,0,24,,6.24,,7.148,80.73752628
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,Win,Mujeeb Ur Rahman,Bowler,,,,8.4,0,32,,8.4,,7.628,80.73752628
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Loss,Mujeeb Ur Rahman,Bowler,,,,9.33,0,16.67,,9.33,,8.094,80.73752628
Kings XI Punjab,Middle Overs,2019,Sawai Mansingh Stadium,Rajasthan Royals,Win,Mujeeb Ur Rahman,Bowler,,,,6,0,16.67,,6,,8.194,80.73752628
Kings XI Punjab,Middle Overs,2018,Holkar Cricket Stadium,Kolkata Knight Riders,Loss,Mujeeb Ur Rahman,Bowler,,,,21,0,16.67,,21,,10.194,80.73752628
Kings XI Punjab,Middle Overs,2018,Holkar Cricket Stadium,Mumbai Indians,Win,Mujeeb Ur Rahman,Bowler,,,,10.5,1,33.33,,10.5,,11.046,80.73752628
Kings XI Punjab,Middle Overs,2018,Holkar Cricket Stadium,Rajasthan Royals,Loss,Mujeeb Ur Rahman,Bowler,,,,6,3,53.85,,6,,10.566,80.73752628
Kings XI Punjab,Middle Overs,2018,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Loss,Mujeeb Ur Rahman,Bowler,,,,3.6,1,48,,3.6,,9.42,80.73752628
Kings XI Punjab,Middle Overs,2018,Sawai Mansingh Stadium,Rajasthan Royals,Loss,Mujeeb Ur Rahman,Bowler,,,,6.33,1,22.22,,6.33,,9.486,80.73752628
Kings XI Punjab,Middle Overs,2019,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Loss,Mujeeb Ur Rahman,Bowler,,,,12,0,0,,12,,7.686,80.73752628
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Sunrisers Hyderabad,Loss,Mujeeb Ur Rahman,Bowler,,,,13.5,0,8.33,,13.5,,8.286,80.73752628
Kings XI Punjab,Middle Overs,2020/21,Sheikh Zayed Stadium,Kolkata Knight Riders,Loss,Mujeeb Ur Rahman,Bowler,,,,9.84,0,28,,9.84,,9.054,80.73752628
Kings XI Punjab,Middle Overs,2018,Arun Jaitley Stadium,Delhi Daredevils,Win,R Ashwin,Bowler,,,,4.75,1,33.33,,4.75,47.3225,4.75,80.15788766
Kings XI Punjab,Middle Overs,2018,Eden Gardens,Kolkata Knight Riders,Loss,R Ashwin,Bowler,,,,7.68,1,24,,7.68,63.09666667,6.215,80.15788766
Kings XI Punjab,Middle Overs,2018,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Win,R Ashwin,Bowler,,,,6.5,2,58.33,,6.5,57.145,6.31,80.15788766
Kings XI Punjab,Middle Overs,2018,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,Win,R Ashwin,Bowler,,,,6.92,1,30.77,,6.92,0,6.4625,80.15788766
Kings XI Punjab,Middle Overs,2018,Punjab Cricket Association IS Bindra Stadium,Delhi Daredevils,Loss,R Ashwin,Bowler,,,,5.05,1,21.05,,5.05,,6.18,80.15788766
Kings XI Punjab,Middle Overs,2018,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Win,R Ashwin,Bowler,,,,9.14,0,19.05,,9.14,,7.058,80.15788766
Kings XI Punjab,Middle Overs,2019,Eden Gardens,Kolkata Knight Riders,Loss,R Ashwin,Bowler,,,,11.68,0,21.05,,11.68,,7.858,80.15788766
Kings XI Punjab,Middle Overs,2019,MA Chidambaram Stadium,Chennai Super Kings,Loss,R Ashwin,Bowler,,,,5.05,3,42.11,,5.05,,7.568,80.15788766
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,Win,R Ashwin,Bowler,,,,7.5,1,25,,7.5,,7.684,80.15788766
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,Loss,R Ashwin,Bowler,,,,4.62,0,46.15,,4.62,,7.598,80.15788766
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,Win,R Ashwin,Bowler,,,,5.52,2,28,,5.52,,6.874,80.15788766
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,Win,R Ashwin,Bowler,,,,6.92,0,7.69,,6.92,,5.922,80.15788766
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Loss,R Ashwin,Bowler,,,,7.5,2,29.17,,7.5,,6.412,80.15788766
Kings XI Punjab,Middle Overs,2019,Sawai Mansingh Stadium,Rajasthan Royals,Win,R Ashwin,Bowler,,,,5,2,25,,5,,5.912,80.15788766
Kings XI Punjab,Middle Overs,2019,Wankhede Stadium,Mumbai Indians,Win,R Ashwin,Bowler,,,,9.25,1,41.67,,9.25,,6.838,80.15788766
Kings XI Punjab,Middle Overs,2018,Holkar Cricket Stadium,Kolkata Knight Riders,Loss,R Ashwin,Bowler,,,,10.62,0,30.77,,10.62,,7.858,80.15788766
Kings XI Punjab,Middle Overs,2018,Holkar Cricket Stadium,Mumbai Indians,Win,R Ashwin,Bowler,,,,5,0,58.33,,5,,7.474,80.15788766
Kings XI Punjab,Middle Overs,2018,Holkar Cricket Stadium,Rajasthan Royals,Loss,R Ashwin,Bowler,,,,7.67,0,38.89,,7.67,,7.508,80.15788766
Kings XI Punjab,Middle Overs,2018,Maharashtra Cricket Association Stadium,Chennai Super Kings,Win,R Ashwin,Bowler,,,,9.16,1,26.32,,9.16,,8.34,80.15788766
Kings XI Punjab,Middle Overs,2018,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Loss,R Ashwin,Bowler,,,,7,0,38.89,,7,,7.89,80.15788766
Kings XI Punjab,Middle Overs,2018,Sawai Mansingh Stadium,Rajasthan Royals,Loss,R Ashwin,Bowler,,,,8.5,0,16.67,,8.5,,7.466,80.15788766
Kings XI Punjab,Middle Overs,2018,Wankhede Stadium,Mumbai Indians,Loss,R Ashwin,Bowler,,,,4,1,33.33,,4,,7.266,80.15788766
Kings XI Punjab,Middle Overs,2019,Arun Jaitley Stadium,Delhi Capitals,Win,R Ashwin,Bowler,,,,6.86,0,42.86,,6.86,,7.104,80.15788766
Kings XI Punjab,Middle Overs,2019,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Loss,R Ashwin,Bowler,,,,3.33,1,44.44,,3.33,,5.938,80.15788766
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,Loss,R Ashwin,Bowler,,,,6.5,0,16.67,,6.5,,5.838,80.15788766
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,Win,R Ashwin,Bowler,,,,7.89,1,36.84,,7.89,,5.716,80.15788766
Kings XI Punjab,Middle Overs,2019,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Loss,R Ashwin,Bowler,,,,5.68,2,31.58,,5.68,,6.052,80.15788766
Kings XI Punjab,Middle Overs,2014,Barabati Stadium,Chennai Super Kings,Win,R Dhawan,Bowler,,,,4,1,50,,4,128.82,4,72.22311267
Kings XI Punjab,Middle Overs,2014,Barabati Stadium,Kolkata Knight Riders,Win,R Dhawan,Bowler,,,,8,0,11.11,,8,142.5933333,6,72.22311267
Kings XI Punjab,Middle Overs,2014,Dubai International Cricket Stadium,Royal Challengers Bangalore,Loss,R Dhawan,Bowler,,,,2.67,2,55.56,,2.67,175,4.89,72.22311267
Kings XI Punjab,Middle Overs,2014,Eden Gardens,Kolkata Knight Riders,Loss,R Dhawan,Bowler,,,,8.5,0,33.33,,8.5,250,5.7925,72.22311267
Kings XI Punjab,Middle Overs,2014,Feroz Shah Kotla,Delhi Daredevils,Loss,R Dhawan,Bowler,,,,10.5,0,25,,10.5,,6.734,72.22311267
Kings XI Punjab,Middle Overs,2014,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Loss,R Dhawan,Bowler,,,,3.69,2,50,,3.69,,6.672,72.22311267
Kings XI Punjab,Middle Overs,2014,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Win,R Dhawan,Bowler,,,,6.32,1,31.58,,6.32,,6.336,72.22311267
Kings XI Punjab,Middle Overs,2014,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Win,R Dhawan,Bowler,,,,4,2,50,,4,,6.602,72.22311267
Kings XI Punjab,Middle Overs,2014,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Loss,R Dhawan,Bowler,,,,7.89,1,26.32,,7.89,,6.48,72.22311267
Kings XI Punjab,Middle Overs,2014,Sharjah Cricket Stadium,Sunrisers Hyderabad,Win,R Dhawan,Bowler,,,,7.71,0,14.29,,7.71,,5.922,72.22311267
Kings XI Punjab,Middle Overs,2014,Sheikh Zayed Stadium,Chennai Super Kings,Loss,R Dhawan,Bowler,,,,7,0,27.78,,7,,6.584,72.22311267
Kings XI Punjab,Middle Overs,2014,Sheikh Zayed Stadium,Kolkata Knight Riders,Win,R Dhawan,Bowler,,,,5.08,2,42.31,,5.08,,6.336,72.22311267
Kings XI Punjab,Middle Overs,2014,Wankhede Stadium,Mumbai Indians,Win,R Dhawan,Bowler,,,,6.33,1,55.56,,6.33,,6.802,72.22311267
Kings XI Punjab,Middle Overs,2015,Maharashtra Cricket Association Stadium,Delhi Daredevils,Win,R Dhawan,Bowler,,,,6.5,0,33.33,,6.5,,6.524,72.22311267
Kings XI Punjab,Middle Overs,2015,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Win,R Dhawan,Bowler,,,,3.43,1,71.43,,3.43,,5.668,72.22311267
Kings XI Punjab,Middle Overs,2015,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Loss,R Dhawan,Bowler,,,,7,0,33.33,,7,,5.668,72.22311267
Kings XI Punjab,Middle Overs,2015,Wankhede Stadium,Mumbai Indians,Win,R Dhawan,Bowler,,,,9.9,0,35,,9.9,,6.632,72.22311267
Kings XI Punjab,Middle Overs,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Win,R Dhawan,Bowler,,,,6.32,1,31.58,,6.32,,6.63,72.22311267
Kings XI Punjab,Middle Overs,2016,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Win,R Dhawan,Bowler,,,,7.62,1,34.62,,7.62,,6.854,72.22311267
Kings XI Punjab,Middle Overs,2017,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Win,R Tewatia,Bowler,,,,4,0,41.67,,4,133.33,5.5,81.37417918
Kings XI Punjab,Middle Overs,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Win,R Tewatia,Bowler,,,,4.08,2,44,,4.08,133.33,6.27,81.37417918
Kings XI Punjab,Middle Overs,2017,Wankhede Stadium,Mumbai Indians,Win,R Tewatia,Bowler,,,,8.5,1,41.67,,8.5,133.33,5.645,81.37417918
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Chennai Super Kings,Win,Ravi Bishnoi,Bowler,,,,7.15,0,46.15,,7.15,83.33,6.215,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Delhi Capitals,Loss,Ravi Bishnoi,Bowler,,,,8,0,27.78,,8,83.33,6.93,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Delhi Capitals,Win,Ravi Bishnoi,Bowler,,,,5.04,1,40,,5.04,83.33,5.69,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Mumbai Indians,Loss,Ravi Bishnoi,Bowler,,,,6,1,41.67,,6,83.33,6.5475,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Royal Challengers Bangalore,Win,Ravi Bishnoi,Bowler,,,,5.67,3,50,,5.67,,6.372,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Sunrisers Hyderabad,Loss,Ravi Bishnoi,Bowler,,,,9.5,2,50,,9.5,,6.842,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Dubai International Cricket Stadium,Sunrisers Hyderabad,Win,Ravi Bishnoi,Bowler,,,,3.25,1,58.33,,3.25,,5.892,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Sharjah Cricket Stadium,Kolkata Knight Riders,Loss,Ravi Bishnoi,Bowler,,,,5,2,45.83,,5,,5.884,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Sharjah Cricket Stadium,Rajasthan Royals,Win,Ravi Bishnoi,Bowler,,,,6.95,0,47.37,,6.95,,6.074,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Sharjah Cricket Stadium,Royal Challengers Bangalore,Loss,Ravi Bishnoi,Bowler,,,,9.23,0,30.77,,9.23,,6.786,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Sheikh Zayed Stadium,Chennai Super Kings,Win,Ravi Bishnoi,Bowler,,,,8.84,0,15.79,,8.84,,6.654,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Sheikh Zayed Stadium,Kolkata Knight Riders,Loss,Ravi Bishnoi,Bowler,,,,6.25,1,29.17,,6.25,,7.254,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Sheikh Zayed Stadium,Mumbai Indians,Loss,Ravi Bishnoi,Bowler,,,,11,0,27.78,,11,,8.454,76.45860658
Kings XI Punjab,Middle Overs,2020/21,Sheikh Zayed Stadium,Rajasthan Royals,Win,Ravi Bishnoi,Bowler,,,,6.24,1,44,,6.24,,8.312,76.45860658
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,Win,SM Curran,Bowler,,,,10,0,0,,10,44.44333333,8.46,76.51917735
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Loss,SM Curran,Bowler,,,,6.33,0,27.78,,6.33,44.44333333,8.165,76.51917735
Kings XI Punjab,Middle Overs,2019,Sawai Mansingh Stadium,Rajasthan Royals,Win,SM Curran,Bowler,,,,13.71,0,14.29,,13.71,50,10.01333333,76.51917735
Kings XI Punjab,Middle Overs,2019,Wankhede Stadium,Mumbai Indians,Win,SM Curran,Bowler,,,,10.15,2,30.77,,10.15,100,10.0475,76.51917735
Kings XI Punjab,Middle Overs,2019,Arun Jaitley Stadium,Delhi Capitals,Win,SM Curran,Bowler,,,,5.57,0,57.14,,5.57,,9.152,76.51917735
Kings XI Punjab,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,Win,SM Curran,Bowler,,,,6.63,0,36.84,,6.63,,8.478,76.51917735
Kings XI Punjab,Middle Overs,2015,Feroz Shah Kotla,Delhi Daredevils,Win,SN Thakur,Bowler,,,,8.31,1,38.46,,8.31,,8.72,91.94439132
Kings XI Punjab,Middle Overs,2014,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Win,Sandeep Sharma,Bowler,,,,15,0,16.67,,15,88.89,10.12,61.58373343
Kings XI Punjab,Middle Overs,2014,Sharjah Cricket Stadium,Sunrisers Hyderabad,Win,Sandeep Sharma,Bowler,,,,4,1,33.33,,4,88.89,8.62,61.58373343
Kings XI Punjab,Middle Overs,2014,Wankhede Stadium,Chennai Super Kings,Win,Sandeep Sharma,Bowler,,,,5,0,16.67,,5,88.89,8,61.58373343
Kings XI Punjab,Middle Overs,2015,M Chinnaswamy Stadium,Royal Challengers Bangalore,Loss,Sandeep Sharma,Bowler,,,,4,1,33.33,,4,100,7,61.58373343
Kings XI Punjab,Middle Overs,2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Loss,Sandeep Sharma,Bowler,,,,7,0,50,,7,,7,61.58373343
Kings XI Punjab,Middle Overs,2015,Maharashtra Cricket Association Stadium,Delhi Daredevils,Win,Sandeep Sharma,Bowler,,,,5,0,66.67,,5,,5,61.58373343
Kings XI Punjab,Middle Overs,2015,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,Win,Sandeep Sharma,Bowler,,,,0,2,100,,0,,4.2,61.58373343
Kings XI Punjab,Middle Overs,2015,Maharashtra Cricket Association Stadium,Rajasthan Royals,Loss,Sandeep Sharma,Bowler,,,,7.71,0,28.57,,7.71,,4.742,61.58373343
Kings XI Punjab,Middle Overs,2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Loss,Sandeep Sharma,Bowler,,,,4,0,33.33,,4,,4.742,61.58373343
Kings XI Punjab,Middle Overs,2015,Wankhede Stadium,Mumbai Indians,Win,Sandeep Sharma,Bowler,,,,6,0,50,,6,,4.542,61.58373343
Kings XI Punjab,Middle Overs,2016,Eden Gardens,Kolkata Knight Riders,Loss,Sandeep Sharma,Bowler,,,,7,1,50,,7,,4.942,61.58373343
Kings XI Punjab,Middle Overs,2016,M Chinnaswamy Stadium,Royal Challengers Bangalore,Loss,Sandeep Sharma,Bowler,,,,18,1,16.67,,18,,8.542,61.58373343
Kings XI Punjab,Middle Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Win,Sandeep Sharma,Bowler,,,,7,0,16.67,,7,,8.4,61.58373343
Kings XI Punjab,Middle Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Win,Sandeep Sharma,Bowler,,,,9,0,16.67,,9,,9.4,61.58373343
Kings XI Punjab,Middle Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rising Pune Supergiants,Loss,Sandeep Sharma,Bowler,,,,4.29,1,28.57,,4.29,,9.058,61.58373343
Kings XI Punjab,Middle Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bangalore,Loss,Sandeep Sharma,Bowler,,,,16,0,0,,16,,10.858,61.58373343
Kings XI Punjab,Middle Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Win,Sandeep Sharma,Bowler,,,,8,1,33.33,,8,,8.858,61.58373343
Kings XI Punjab,Middle Overs,2016,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Win,Sandeep Sharma,Bowler,,,,3,2,58.33,,3,,8.058,61.58373343
Kings XI Punjab,Middle Overs,2016,Saurashtra Cricket Association Stadium,Gujarat Lions,Win,Sandeep Sharma,Bowler,,,,7,0,33.33,,7,,7.658,61.58373343
Kings XI Punjab,Middle Overs,2017,Eden Gardens,Kolkata Knight Riders,Win,Sandeep Sharma,Bowler,,,,7,0,33.33,,7,,8.2,61.58373343
Kings XI Punjab,Middle Overs,2017,Holkar Cricket Stadium,Mumbai Indians,Win,Sandeep Sharma,Bowler,,,,12.86,0,28.57,,12.86,,7.572,61.58373343
Kings XI Punjab,Middle Overs,2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Win,Sandeep Sharma,Bowler,,,,4,0,50,,4,,6.772,61.58373343
Kings XI Punjab,Middle Overs,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Loss,Sandeep Sharma,Bowler,,,,2.25,1,62.5,,2.25,,6.622,61.58373343
Kings XI Punjab,Middle Overs,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Win,Sandeep Sharma,Bowler,,,,6,0,0,,6,,6.422,61.58373343
Kings XI Punjab,Middle Overs,2017,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Loss,Sandeep Sharma,Bowler,,,,11,0,16.67,,11,,7.222,61.58373343
Kings XI Punjab,Middle Overs,2016,Eden Gardens,Kolkata Knight Riders,Loss,Swapnil Singh,Bowler,,,,9.67,0,16.67,,9.67,58.82,9.67,82.36022601
Kings XI Punjab,Middle Overs,2017,Holkar Cricket Stadium,Mumbai Indians,Win,Swapnil Singh,Bowler,,,,11,0,8.33,,11,58.82,10.335,82.36022601
Kings XI Punjab,Middle Overs,2017,Holkar Cricket Stadium,Rising Pune Supergiant,Loss,Swapnil Singh,Bowler,,,,7,1,25,,7,58.82,9.223333333,82.36022601
Kings XI Punjab,Middle Overs,2017,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Win,Swapnil Singh,Bowler,,,,6,0,16.67,,6,58.82,8.4175,82.36022601
Kings XI Punjab,Middle Overs,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Win,Swapnil Singh,Bowler,,,,8.31,0,23.08,,8.31,,8.396,82.36022601
Kings XI Punjab,Death Overs,2018,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Loss,AJ Finch,Batter,14,6,233.33,,,0,233.3333333,,165.682,,63.77086848
Kings XI Punjab,Death Overs,2018,Wankhede Stadium,Mumbai Indians,Win,AJ Finch,Batter,0,1,0,,,100,0,,131.682,,63.77086848
Kings XI Punjab,Death Overs,2014,Barabati Stadium,Kolkata Knight Riders,Loss,AR Patel,Batter,1,1,100,,,0,100,,100,7.065,74.95497185
Kings XI Punjab,Death Overs,2014,Feroz Shah Kotla,Delhi Daredevils,Win,AR Patel,Batter,12,10,120,,,30,120,,110,6.42,74.95497185
Kings XI Punjab,Death Overs,2014,M Chinnaswamy Stadium,Royal Challengers Bangalore,Loss,AR Patel,Batter,2,3,66.67,,,33.33,66.66666667,,95.55666667,6.13,74.95497185
Kings XI Punjab,Death Overs,2014,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Loss,AR Patel,Batter,0,1,0,,,100,0,,71.6675,7.26,74.95497185
Kings XI Punjab,Death Overs,2014,Sheikh Zayed Stadium,Kolkata Knight Riders,Loss,AR Patel,Batter,3,6,50,,,50,50,,67.334,,74.95497185
Kings XI Punjab,Death Overs,2015,Feroz Shah Kotla,Delhi Daredevils,Loss,AR Patel,Batter,6,8,75,,,25,75,,62.334,,74.95497185
Kings XI Punjab,Death Overs,2015,Maharashtra Cricket Association Stadium,Delhi Daredevils,Loss,AR Patel,Batter,13,10,130,,,30,130,,64.334,,74.95497185
Kings XI Punjab,Death Overs,2015,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,Loss,AR Patel,Batter,2,3,66.67,,,33.33,66.66666667,,64.334,,74.95497185
Kings XI Punjab,Death Overs,2015,Maharashtra Cricket Association Stadium,Rajasthan Royals,Win,AR Patel,Batter,2,4,50,,,50,50,,74.334,,74.95497185
Kings XI Punjab,Death Overs,2015,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Loss,AR Patel,Batter,16,11,145.45,,,27.27,145.4545455,,93.424,,74.95497185
Kings XI Punjab,Death Overs,2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Win,AR Patel,Batter,0,1,0,,,100,0,,78.424,,74.95497185
Kings XI Punjab,Death Overs,2015,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Win,AR Patel,Batter,4,4,100,,,25,100,,72.424,,74.95497185
Kings XI Punjab,Death Overs,2015,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Win,AR Patel,Batter,7,5,140,,,20,140,,87.09,,74.95497185
Kings XI Punjab,Death Overs,2015,"Sardar Patel Stadium, Motera",Rajasthan Royals,Loss,AR Patel,Batter,12,7,171.43,,,0,171.4285714,,111.376,,74.95497185
Kings XI Punjab,Death Overs,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Loss,AR Patel,Batter,1,3,33.33,,,66.67,33.33333333,,88.952,,74.95497185
Kings XI Punjab,Death Overs,2016,Eden Gardens,Kolkata Knight Riders,Win,AR Patel,Batter,21,7,300,,,0,300,,148.952,,74.95497185
Kings XI Punjab,Death Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Loss,AR Patel,Batter,16,6,266.67,,,16.67,266.6666667,,182.286,,74.95497185
Kings XI Punjab,Death Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Loss,AR Patel,Batter,4,2,200,,,0,200,,194.286,,74.95497185
Kings XI Punjab,Death Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Loss,AR Patel,Batter,4,4,100,,,25,100,,180,,74.95497185
Kings XI Punjab,Death Overs,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,Win,AR Patel,Batter,0,2,0,,,100,0,,173.334,,74.95497185
Kings XI Punjab,Death Overs,2016,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Loss,AR Patel,Batter,24,11,218.18,,,9.09,218.1818182,,156.97,,74.95497185
Kings XI Punjab,Death Overs,2016,Saurashtra Cricket Association Stadium,Gujarat Lions,Loss,AR Patel,Batter,0,2,0,,,100,0,,103.636,,74.95497185
Kings XI Punjab,Death Overs,2017,Eden Gardens,Kolkata Knight Riders,Loss,AR Patel,Batter,0,1,0,,,100,0,,63.636,,74.95497185
Kings XI Punjab,Death Overs,2017,Feroz Shah Kotla,Delhi Daredevils,Win,AR Patel,Batter,16,12,133.33,,,25,133.3333333,,70.302,,74.95497185
Kings XI Punjab,Death Overs,2017,Holkar Cricket Stadium,Mumbai Indians,Loss,AR Patel,Batter,4,6,66.67,,,50,66.66666667,,83.636,,74.95497185
Kings XI Punjab,Death Overs,2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Loss,AR Patel,Batter,24,11,218.18,,,18.18,218.1818182,,83.636,,74.95497185
Kings XI Punjab,Death Overs,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Loss,AR Patel,Batter,2,1,200,,,0,200,,123.636,,74.95497185
Kings XI Punjab,Death Overs,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Loss,AR Patel,Batter,8,9,88.89,,,22.22,88.88888889,,141.414,,74.95497185
Kings XI Punjab,Death Overs,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Win,AR Patel,Batter,14,7,200,,,14.29,200,,154.748,,74.95497185
